uniprot_id,ec,organism
B1VB64,unknown,Citrobacter freundii
Q47R94,3.2.1.1,Thermobifida fusca
I6Y0R5,6.3.2.12,Mycobacterium tuberculosis
B8E1U6,unknown,Dictyoglomus turgidum
Q8IEG9,6.3.1.20,Plasmodium falciparum
F0ZJZ1,3.2.1.91,Dictyostelium purpureum
P45040,2.5.1.47,Haemophilus influenzae
Q9HLV8,1.1.1.42,Thermoplasma acidophilum
Q9UTR6,2.4.1.232,Schizosaccharomyces pombe
Q932V0,5.1.1.1,Shigella dysenteriae
Q5CSM7,2.7.1.40,Cryptosporidium parvum
Q5JFI4,4.1.1.19,Thermococcus kodakarensis
Q9CKB0,4.1.3.3,Pasteurella multocida
Q51723,unknown,Pyrococcus furiosus
Q5SIJ1,1.1.1.286,Thermus thermophilus
B9WPN8,3.1.1.45,Saccharolobus solfataricus
Q9XB14,3.8.1.5,Mycobacterium bovis
C1DSW3,unknown,Azotobacter vinelandii
F2Z6G7,1.9.3.1,Sulfolobus acidocaldarius
Q9I596,3.5.1.23,Pseudomonas aeruginosa
A0JC77,4.1.2.56,Streptomyces griseus
W8CQR1,1.2.7.1,Thermococcus guaymasensis
Q9UY84,2.1.1.213,Pyrococcus abyssi
G8XQY5,unknown,Streptomyces diastaticus
D9Q0R7,1.15.1.1,Acidilobus saccharovorans
P62593,3.5.2.6,Escherichia coli
B3XPZ4,3.5.1.5,Limosilactobacillus reuteri subsp. rodentium
P94556,5.1.1.3,Bacillus subtilis
P10478,3.2.1.8,Acetivibrio thermocellus
Q2K0Q7,unknown,Rhizobium etli
P10584,1.1.1.37,Thermus thermophilus
Q97WB7,unknown,Saccharolobus solfataricus
A0A0F7Q1T8,3.2.1.-,Humicola insolens
A0A0H3NB84,7.4.2.8,Salmonella typhimurium
D4P095,3.1.4.53,Pseudomonas aeruginosa
Q81W29,1.1.1.205,Bacillus anthracis
A0A088T0J9,3.2.1.-,Geotrichum candidum
Q12713,3.2.1.14,Trichoderma harzianum
C4PG47,3.2.1.40,Lactiplantibacillus plantarum
O42801,unknown,Aspergillus foetidus
Q9K498,unknown,Streptomyces coelicolor
Q7Z8L3,3.1.1.5,Cyberlindnera jadinii
R9YJZ9,2.1.2.1,Shewanella algae
A3DJQ6,unknown,Acetivibrio thermocellus
Q7CIZ7,3.1.3.26,Yersinia pestis
M5DDN2,unknown,Saccharolobus solfataricus
Q0PGS3,1.1.3.4,Aspergillus niger
G8FL60,unknown,Trypanosoma cruzi
Q97YF5,1.2.7.11,Saccharolobus solfataricus
O33707,unknown,Streptomyces peucetius
P48827,3.2.1.14,Trichoderma harzianum
Q974L0,1.1.1.28,Sulfurisphaera tokodaii
P07874,unknown,Pseudomonas aeruginosa
C0LNR0,2.3.1.180,Listeria monocytogenes serotype 1/2a
A9KM56,2.4.1.282,Lachnoclostridium phytofermentans
Q6MNP0,3.1.3.48,Bdellovibrio bacteriovorus
Q83WC4,2.1.1.156,Aphanothece halophytica
A2QL72,3.2.1.22,Aspergillus niger
O26153,2.7.4.26,Methanothermobacter thermautotrophicus
Q5V676,1.1.1.1,Haloarcula marismortui
B1YBY6,5.3.3.3,Pyrobaculum neutrophilum
Q0ZS24,unknown,Clostridium paradoxum
S6DXG7,3.2.1.-,Malbranchea cinnamomea
Q97WG4,4.1.1.31,Saccharolobus solfataricus
A5JZ19,1.14.99.29,Plasmodium vivax
L0N3Y0,unknown,Cellulomonas parahominis
B8QHP5,1.14.14.80,Starmerella bombicola
Q38DE2,unknown,Trypanosoma brucei brucei
U3GSN9,3.2.1.81,Thalassotalea agarivorans
Q9Y7P0,2.5.1.9,Schizosaccharomyces pombe
F8AEP0,unknown,Pyrococcus yayanosii
Q1J2J0,unknown,Deinococcus geothermalis
Q7SFB0,3.2.1.31,Neurospora crassa
A0A0D3MA54,unknown,Pyrococcus woesei
E8MF12,2.7.1.162,Bifidobacterium longum subsp. longum
Q9S3U8,1.14.13.217,Chromobacterium violaceum
A8A8J4,2.7.7.7,Ignicoccus hospitalis
D3HMN4,unknown,Legionella longbeachae serogroup 1
Q9LBW5,5.3.1.27,Mycobacterium gastri
A4K8Z1,2.4.1.347,Rhodococcus opacus
Q9FDV9,2.4.1.25,Chlamydomonas reinhardtii
Q8NMB0,1.2.1.67,Corynebacterium glutamicum
Q5BLZ6,3.2.1.54,Anoxybacillus flavithermus
B1PHD3,unknown,Comamonas testosteroni
P0A0Y1,2.7.7.6,Xanthomonas campestris pv. campestris
Q8KTW6,3.1.1.81,Bacillus thuringiensis serovar entomocidus/subtoxicus
C7A621,unknown,Priestia megaterium
S5M6X9,3.5.5.1,Paenarthrobacter aurescens
Q0ZS26,unknown,Clostridium paradoxum
Q939D2,1.11.1.21,Burkholderia pseudomallei
Q9KJ22,2.1.1.156,Halorhodospira halochloris
Q2YPV0,4.2.1.11,Brucella abortus
P05659,unknown,Acanthamoeba castellanii
Q6SZP8,unknown,Phytophthora infestans
Q980D1,unknown,Saccharolobus solfataricus
Q6XMT1,4.2.1.84,Rhodococcus erythropolis
Q72IW9,1.1.1.286,Thermus thermophilus
Q842E2,unknown,Pseudomonas syringae
A0A0H3LLR0,unknown,Bordetella bronchiseptica
Q9AQF4,3.2.1.4,Clostridium cellulovorans
B9WCR8,unknown,Candida dubliniensis
F2RM17,unknown,Haloferax mediterranei
Q59328,3.2.1.6,Acetivibrio thermocellus
Q9XCL6,6.1.1.17,Pseudomonas aeruginosa
A4YI81,unknown,Metallosphaera sedula
Q5LU04,2.7.4.-,Ruegeria pomeroyi
P81650,3.2.1.23,Pseudoalteromonas haloplanktis
Q4AEG8,3.2.1.37,Aspergillus awamori
Q6RK08,unknown,Escherichia coli
Q9P9K9,6.5.1.1,Saccharolobus shibatae
Q6H8X8,unknown,Streptococcus suis
V5NQ89,1.1.3.9,Fusarium oxysporum
W8DVW0,unknown,Thermomyces lanuginosus
A0A016Q182,1.14.19.18,Gibberella zeae
Q9C0Y4,3.2.1.20,Schizosaccharomyces pombe
P25806,3.4.22.-,Porphyromonas gingivalis
P37651,3.2.1.4,Escherichia coli
I6Y4D2,3.5.1.28,Mycobacterium tuberculosis
D9Q1R5,3.3.2.1,Acidilobus saccharovorans
A0A0A0R2Z1,unknown,Paenibacillus curdlanolyticus
Q2VMT1,unknown,Rhodotorula glutinis
Q12382,2.7.1.174,Saccharomyces cerevisiae
Q9XCW3,2.3.1.209,Escherichia coli
A0A0E3D8K7,unknown,Fusarium sp. AUF-2
Q3S401,3.2.1.8,Aspergillus sulphureus
C4LUA1,unknown,Entamoeba histolytica
Q86RB1,unknown,Plasmodium falciparum
Q979W2,1.1.1.47,Thermoplasma volcanium
A3FJ49,unknown,Methylophaga aminisulfidivorans MP
Q9UWY8,4.1.1.50,Saccharolobus solfataricus
Q6F4N1,3.5.1.136,Thermococcus kodakarensis
P13956,2.1.1.184,Bacillus subtilis
Q2HQS4,1.2.1.9,Streptococcus agalactiae
Q97XA5,1.2.1.9,Saccharolobus solfataricus
O31465,3.5.1.2,Bacillus subtilis
A2QR21,unknown,Aspergillus niger
O34360,3.4.-.-,Bacillus subtilis
Q970Z7,2.5.1.17,Sulfurisphaera tokodaii
Q9ZGH0,unknown,Streptomyces venezuelae
G2Q4H7,3.2.1.-,Thermothelomyces thermophilus
Q9L9F1,2.5.1.111,Streptomyces niveus
Q5LSN8,2.7.4.-,Ruegeria pomeroyi
A0R2E6,2.4.1.266,Mycolicibacterium smegmatis
O29876,unknown,Archaeoglobus fulgidus
P35187,5.6.2.4,Saccharomyces cerevisiae
Q9RHA2,unknown,Thermus aquaticus
A1C3J9,unknown,Pectobacterium carotovorum subsp. carotovorum
Q06069,1.14.99.-,Priestia megaterium
Q5XPV2,2.6.1.36,Streptomyces clavuligerus
Q4J6Z8,3.1.8.1,Sulfolobus acidocaldarius
Q8KBL0,unknown,Chlorobaculum tepidum
D3YBH2,2.7.7.64,Trypanosoma cruzi
P39831,1.1.1.381,Escherichia coli
H9XP47,1.1.1.-,Serratia marcescens
Q5JGC2,1.1.1.169,Thermococcus kodakarensis
Q2WCS9,unknown,Lactiplantibacillus plantarum
Q7BPX6,2.6.1.42,Lactococcus lactis subsp. cremoris
O67432,unknown,Aquifex aeolicus
P25539,unknown,Escherichia coli
Q45071,3.2.1.55,Bacillus subtilis
P13860,3.2.1.91,Phanerodontia chrysosporium
M0HXK1,unknown,Haloferax alexandrinus JCM 10717
A0A144KZD6,1.10.3.2,Trametes versicolor
P48567,5.4.99.25,Saccharomyces cerevisiae
Q57880,2.1.1.256,Methanocaldococcus jannaschii
G7VCG0,unknown,Pyrobaculum ferrireducens
G3FNL7,4.2.3.12,Mortierella alpina
P28784,3.4.22.37,Porphyromonas gingivalis
Q51732,3.5.1.124,Pyrococcus furiosus
P11542,1.11.1.14,Phanerodontia chrysosporium
T1RPY0,unknown,Stenotrophomonas maltophilia
Q5JJB9,unknown,Thermococcus kodakarensis
Q6QHT8,unknown,Trypanosoma cruzi
Q58595,2.3.3.13,Methanocaldococcus jannaschii
Q93RU6,unknown,Streptomyces coelicolor
C1JCL7,1.10.3.2,Trametes sanguinea
Q06HA3,3.2.1.14,Chaetomium globosum
A0A0I9QGZ2,2.2.1.1,Geobacillus stearothermophilus
P40332,1.1.1.370,Bacillus subtilis
Q877I0,4.1.2.4,Thermococcus kodakarensis
P9WN45,2.4.1.18,Mycobacterium tuberculosis
A8CH84,unknown,Citrobacter freundii
B3XPZ3,3.5.1.5,Limosilactobacillus reuteri subsp. rodentium
A0A024QYS6,unknown,Bifidobacterium longum subsp. longum
S5FU55,3.13.1.5,Acidithiobacillus thiooxidans
D6A5I3,1.4.3.11,Streptomyces viridosporus
Q5SHZ3,6.3.2.4,Thermus thermophilus
O69002,unknown,Pseudomonas aeruginosa
A0A0M4NIK2,3.2.1.73,Bacillus velezensis
D1MX66,unknown,Pseudoalteromonas atlantica
Q9F8X1,2.4.1.280,Vibrio furnissii
P42941,3.1.3.3,Saccharomyces cerevisiae
P0A722,2.3.1.129,Escherichia coli
B5UAT8,6.3.2.48,Bacillus subtilis
B1VB65,unknown,unknown
Q6WAT5,1.1.1.44,Trypanosoma cruzi
Q8TZP8,unknown,Pyrococcus furiosus
P75782,2.1.1.181,Escherichia coli
Q9Y763,unknown,Phanerodontia chrysosporium
Q8GAX0,1.1.1.42,Acidithiobacillus thiooxidans
Q5AUX2,3.2.1.55,Emericella nidulans
D0EPY0,unknown,Bacillus subtilis
A6P4T5,unknown,Vibrio parahaemolyticus
Q97V06,unknown,Saccharolobus solfataricus
Q96Y68,1.2.7.11,Sulfurisphaera tokodaii
O59147,6.1.1.19,Pyrococcus horikoshii
A3MTW6,2.7.4.16,Pyrobaculum calidifontis
Q5JHA5,unknown,Thermococcus kodakarensis
Q97WW0,3.1.-.-,Saccharolobus solfataricus
Q8NTE1,1.8.1.4,Corynebacterium glutamicum
P39116,4.2.2.2,Bacillus subtilis
Q8TG27,1.1.1.37,Talaromyces emersonii
A3MWK6,1.4.1.4,Pyrobaculum calidifontis
D3JU53,4.2.1.47,Mortierella alpina
Q0GA07,3.2.1.21,Thermus thermophilus
Q8Q0G3,3.5.1.90,Methanosarcina mazei
Q3BJY5,2.4.1.18,Anaerobranca gottschalkii
P39669,2.7.7.27,Rhizobium radiobacter
A1IGV8,3.2.1.158,Thalassotalea agarivorans
Q9KJB8,unknown,Marinomonas mediterranea
A8RG82,5.1.3.30,Enterocloster bolteae
I2FIL2,4.2.2.23,Aspergillus sojae
A7UHH1,unknown,Bacillus thuringiensis subsp. kurstaki
Q3BEM2,unknown,Pseudarthrobacter chlorophenolicus
C3UVB0,1.3.99.32,Desulfococcus multivorans
A4ISB9,1.1.1.192,Geobacillus thermodenitrificans
F9UM18,3.1.1.1,Lactiplantibacillus plantarum
P0A786,2.1.3.2,Escherichia coli
P50933,1.1.1.27,Deinococcus radiodurans
P07524,1.14.18.1,Streptomyces antibioticus
P07547,unknown,Emericella nidulans
Q8NKS6,3.4.21.-,Thermococcus kodakarensis
Q51739,1.2.7.5,Pyrococcus furiosus
A4XIF7,3.2.1.4,Caldicellulosiruptor saccharolyticus
Q9UUY8,2.7.4.6,Neurospora crassa
I3QNT0,unknown,Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456
Q62L02,1.3.1.9,Burkholderia mallei
D8X181,unknown,Bacillus pumilus
Q9SDW9,2.5.1.21,Botryococcus braunii
Q97VM8,5.3.1.1,Saccharolobus solfataricus
Q76L36,1.1.1.-,Candida parapsilosis
Q9C1S7,unknown,Emericella nidulans
Q81X74,1.2.1.-,Bacillus anthracis
Q8U3Y2,1.1.1.26,Pyrococcus furiosus
Q485S0,4.2.1.77,Colwellia psychrerythraea
S4T8N6,unknown,Achromobacter denitrificans
Q5AW75,1.14.11.27,Emericella nidulans
Q6UG02,1.1.3.10,Phlebiopsis gigantea
Q5NT46,unknown,Rhizobium loti
B8DZM3,unknown,Dictyoglomus turgidum
Q976X5,1.2.1.79,Sulfurisphaera tokodaii
Q4U4W7,3.2.1.21,Thermoascus aurantiacus
A6NA24,4.2.1.30,Klebsiella pneumoniae
Q9ALV2,unknown,Enterobacter cloacae
P9WI83,2.7.11.1,Mycobacterium tuberculosis
Q6LFH8,2.6.1.13,Plasmodium falciparum
L0CR34,3.5.2.5,Bacillus licheniformis
R9UHL6,1.1.1.67,Saccharina japonica
A1RVM8,1.5.99.13,Pyrobaculum islandicum
O59355,2.7.1.146,Pyrococcus horikoshii
B0LAW4,3.5.5.5,Pseudomonas putida
D6BU29,unknown,Edwardsiella tarda
A4VLZ3,2.5.1.19,Stutzerimonas stutzeri
K4Q1U9,2.7.7.7,Thermus thermophilus
F1CMX0,unknown,Rhodococcus rhodochrous
A8CEF6,unknown,Aeribacillus pallidus
Q9KJG6,unknown,Pseudomonas aeruginosa
B6E9W1,unknown,Enterobacter hormaechei
A0A0S3WYP3,2.7.7.9,Saccharina japonica
C6L823,unknown,Aspergillus oryzae
O07177,2.7.1.175,Mycobacterium tuberculosis
P36667,2.4.1.-,Escherichia coli
P37724,2.5.1.75,Salmonella typhimurium
Q53VZ1,unknown,Thermus thermophilus
Q2QC89,3.4.17.19,Thermococcus onnurineus
Q4F895,unknown,Rhodococcus erythropolis
E0X4B3,3.2.1.8,Aspergillus fumigatus
Q50756,1.8.98.5,Methanothermobacter marburgensis
Q5LH66,5.1.3.11,Bacteroides fragilis
C3MC80,2.5.1.19,Sinorhizobium fredii
Q8TZL6,unknown,Pyrococcus furiosus
Q88JR7,unknown,Pseudomonas putida
Q9XAY4,3.5.2.6,Pseudomonas aeruginosa
Q82L49,4.2.3.-,Streptomyces avermitilis
M5AIH9,unknown,Fomitopsis palustris
P71875,unknown,Mycobacterium tuberculosis
Q9ZAE1,2.7.7.8,Thermus thermophilus
P20845,3.2.1.1,Priestia megaterium
Q9UWF8,2.7.2.2,Pyrococcus abyssi
Q02068,3.5.5.7,Rhodococcus rhodochrous
E4NI20,5.1.1.7,Kitasatospora setae
Q57609,3.5.4.29,Methanocaldococcus jannaschii
Q838N5,unknown,Enterococcus faecalis
B7XEJ0,unknown,Cutibacterium acnes
A0R4I6,4.3.2.2,Mycolicibacterium smegmatis
P76251,1.1.1.83,Escherichia coli
P42663,3.4.17.19,Thermus aquaticus
I3DTP7,1.1.1.244,Bacillus methanolicus PB1
P96091,unknown,Treponema denticola
B5L3F2,2.4.1.305,Escherichia coli
B1PHD1,unknown,Comamonas testosteroni
O83032,unknown,Streptomyces coelicolor
D5FS20,2.4.1.5,Leuconostoc citreum
Q8VU79,3.1.1.1,Pseudomonas fluorescens
Q9HIL6,unknown,Thermoplasma acidophilum
A0A140N893,unknown,Escherichia coli
Q93HU3,2.4.1.18,Rhodothermus marinus
Q6R6P5,2.7.2.8,Corynebacterium glutamicum
O28778,5.3.1.9,Archaeoglobus fulgidus
E2GDF4,3.2.1.3,Aureobasidium pullulans
C9K2Z6,unknown,Streptomyces mobaraensis
A4YG49,1.16.1.1,Metallosphaera sedula
Q2LE69,3.2.1.78,Aspergillus sulphureus
A0A087D2Y1,3.5.1.24,Bifidobacterium ruminantium
L8BT48,3.5.4.2,Blastobotrys adeninivorans
Q0CDD9,unknown,Aspergillus terreus
P23293,2.7.11.22,Saccharomyces cerevisiae
A5LHX0,unknown,Photobacterium phosphoreum
A0A140CUL9,1.1.99.13,Sphingobacterium faecium
Q6T1W7,2.3.1.197,Aneurinibacillus thermoaerophilus
A0LST6,unknown,Acidothermus cellulolyticus
Q8KWI9,unknown,Lactococcus lactis subsp. cremoris
Q00055,1.1.1.8,Saccharomyces cerevisiae
B5LX62,3.2.1.78,Bacillus subtilis
B1PT66,unknown,Streptomyces peucetius subsp. caesius ATCC 27952
Q06321,2.4.1.-,Saccharomyces cerevisiae
P9WNP7,1.1.1.157,Mycobacterium tuberculosis
Q84F26,6.1.1.11,Streptomyces viridifaciens
Q9YGB5,4.1.1.48,Thermococcus kodakarensis
F2X2G0,3.1.1.-,Chrysosporium lucknowense
Q50EL0,2.5.1.34,Aspergillus fumigatus
Q8RMG1,1.5.5.2,Bacillus subtilis subsp. natto
Q836D9,unknown,Enterococcus faecalis
C0JBW5,unknown,Bacteroides stercoris
C7R702,1.1.1.284,Kangiella koreensis
D2C716,unknown,Thermotoga petrophila
Q47RJ7,3.1.1.74,Thermobifida fusca
O51096,unknown,Borreliella burgdorferi
P11544,4.3.1.25,Rhodotorula toruloides
A5W402,4.2.1.84,Pseudomonas putida
Q88B90,4.2.1.75,Pseudomonas syringae pv. tomato
O66680,6.1.1.4,Aquifex aeolicus
C7C422,3.5.2.6,Klebsiella pneumoniae
Q0R5R5,3.2.1.23,Alicyclobacillus acidocaldarius subsp. acidocaldarius
Q83XD3,2.7.4.33,Acinetobacter johnsonii
A9P7F5,3.2.1.-,Bacillus thuringiensis subsp. alesti
F8WSQ2,3.2.1.14,Chitiniphilus shinanonensis
A0A1B1WA13,unknown,Bacillus amyloliquefaciens
P33247,4.2.1.129,Alicyclobacillus acidocaldarius subsp. acidocaldarius
Q5JEK6,2.7.1.213,Thermococcus kodakarensis
B1VB66,unknown,unknown
Q8I7A1,4.6.1.1,Plasmodium falciparum
A0JC04,unknown,Ogataea wickerhamii
Q8NKS0,3.1.1.1,Pyrobaculum calidifontis
I6Z9A7,3.2.1.8,Melioribacter roseus
D4AHT5,3.2.1.37,Aureobasidium melanogenum
Q88B12,unknown,Pseudomonas syringae pv. tomato
A5Y6J1,4.2.1.2,Streptomyces thermovulgaris
Q97XS9,1.2.1.9,Saccharolobus solfataricus
B6D5I7,2.1.1.261,Aspergillus fumigatus
P06961,unknown,Escherichia coli
D0IZN8,unknown,Comamonas thiooxydans
B5A8W5,1.17.1.9,Burkholderia stabilis
A0A0C4WTK3,2.4.1.5,Azotobacter chroococcum NCIMB 8003
Q2XNL6,6.2.1.1,Methanothermobacter thermautotrophicus
Q9P381,2.7.7.41,Schizosaccharomyces pombe
B8IP05,3.5.99.7,Methylobacterium nodulans
Q6KAV2,1.1.1.9,Blastobotrys adeninivorans
A6YH85,4.4.1.13,Lacticaseibacillus casei
W8QF82,3.2.1.85,Geobacillus stearothermophilus
A8YBS4,2.5.1.47,Microcystis aeruginosa
P0AD62,2.7.1.40,Escherichia coli O157:H7
Q7LXP6,3.4.-.-,Saccharolobus solfataricus
Q5FAK7,2.3.1.1,Neisseria gonorrhoeae
Q6TNA5,6.2.1.46,Pseudomonas savastanoi pv. glycinea
Q1XG01,5.1.1.1,Helicobacter pylori
Q9HTZ1,3.4.17.13,Pseudomonas aeruginosa
A7AW73,1.8.1.9,Babesia bovis
Q9RA63,unknown,Thermus thermophilus
Q97VD6,3.4.19.1,Saccharolobus solfataricus
Q9RP48,2.4.99.16,Mycolicibacterium smegmatis
P61872,3.1.1.3,Rhizopus oryzae
Q50I20,2.3.3.5,Aspergillus fumigatus
A5A4M8,3.2.1.21,Penicillium brasilianum
A6ZKY2,2.4.1.16,Saccharomyces cerevisiae
P11349,1.7.5.1,Escherichia coli
B9W7C4,1.2.1.28,Candida dubliniensis
A0A286JZ72,unknown,Rhizomucor miehei
D2D3B6,3.1.1.87,Sphingopyxis macrogoltabida
P9WJN3,3.5.1.103,Mycobacterium tuberculosis
Q54BM7,2.7.4.1,Dictyostelium discoideum
A1B5I2,unknown,Paracoccus denitrificans
O28344,3.5.4.27,Archaeoglobus fulgidus
A9CL08,unknown,Agrobacterium fabrum
Q2L887,unknown,Aspergillus niger
O58762,2.4.1.245,Pyrococcus horikoshii
Q9Y8Y1,1.1.1.100,Aeropyrum pernix
D1MYR1,1.5.1.3,Shewanella violacea
Q8KKF9,3.2.1.17,Lactococcus lactis
O30561,unknown,Haloferax volcanii
D7GXG0,3.2.1.178,Zobellia galactanivorans
Q9WYB1,2.7.2.1,Thermotoga maritima
A0A1B1PF34,1.4.3.11,Streptomyces diastatochromogenes
P95547,unknown,Thermococcus kodakarensis
Q6L2I5,2.7.1.33,Picrophilus torridus
O58049,unknown,Pyrococcus horikoshii
P14489,3.5.2.6,Pseudomonas aeruginosa
Q980S1,5.4.2.8,Saccharolobus solfataricus
Q97ZF1,2.5.1.46,Saccharolobus solfataricus
S5SPJ1,unknown,Bacillus thuringiensis
S5FT07,3.13.1.5,Acidithiobacillus thiooxidans
A0A076JRL8,3.2.1.21,Humicola insolens
Q6LXJ6,2.8.1.4,Methanococcus maripaludis
B8D484,unknown,Desulfurococcus amylolyticus
B3FYT6,unknown,Pyrococcus horikoshii
Q5WA30,unknown,Streptomyces griseus
Q7S3R5,3.2.1.21,Neurospora crassa
A7EQQ8,3.1.1.74,Sclerotinia sclerotiorum
P06611,7.6.2.8,Escherichia coli
Q9S1M6,2.1.1.188,Streptomyces fradiae
Q2VMT2,5.3.1.4,Alicyclobacillus acidocaldarius subsp. acidocaldarius
O73949,unknown,Pyrococcus furiosus
Q9HV27,3.1.4.-,Pseudomonas aeruginosa
R4L284,3.5.1.1,Bacillus licheniformis
Q7LYI9,1.1.1.47,Saccharolobus solfataricus
S6B6P7,unknown,Shouchella clausii
A8CFB7,3.8.1.5,Sphingobium indicum
A6XP72,unknown,Mucor circinelloides
G5DE31,3.2.1.58,Meyerozyma caribbica
Q9RDE2,3.4.21.-,Streptomyces coelicolor
P09436,6.1.1.5,Saccharomyces cerevisiae
Q5H614,6.3.2.4,Xanthomonas oryzae pv. oryzae
H9N289,1.14.13.178,Pseudomonas putida
B4E9I9,3.5.1.9,Burkholderia cenocepacia
Q875J3,unknown,Trametes versicolor
Q60182,6.3.1.2,Methanocaldococcus jannaschii
Q5FB93,1.5.1.21,Pseudomonas putida
Q0BRB0,3.5.1.54,Granulibacter bethesdensis
Q9ZAP8,3.2.1.1,Paenibacillus polymyxa
Q8J2Z5,unknown,Metallosphaera sedula
Q8L2Z7,1.11.1.6,Xanthomonas campestris pv. phaseoli
Q2MJP5,3.2.1.55,Bacillus pumilus
Q88U67,4.1.2.-,Lactiplantibacillus plantarum
Q8NMD5,3.2.1.26,Corynebacterium glutamicum
Q8GME2,1.5.1.37,Streptomyces globisporus
Q1IZQ3,2.4.1.18,Deinococcus geothermalis
F2XG10,unknown,Yarrowia lipolytica
A0SZU9,unknown,Lysinibacillus sphaericus
Q8TZW4,3.4.11.15,Pyrococcus furiosus
Q70FD1,1.1.1.15,Ambrosiozyma monospora
Q86ZV0,1.1.1.9,Aspergillus oryzae
P0AEK4,1.3.1.9,Escherichia coli
P80857,1.15.1.1,Saccharolobus solfataricus
Q33DR0,1.3.3.6,Paenarthrobacter ureafaciens
P51017,4.1.3.39,Pseudomonas putida
B1Y9G0,6.2.1.5,Pyrobaculum neutrophilum
Q59618,2.3.1.51,Neisseria meningitidis serogroup B
Q51169,3.4.21.72,Neisseria meningitidis
A7B4V1,1.1.1.201,Mediterraneibacter gnavus
Q59119,4.6.1.1,Aeromonas hydrophila
U3T2Y2,unknown,Tetrahymena pyriformis
O87833,2.1.1.239,Streptomyces antibioticus
O74634,6.1.1.10,Candida albicans
Q4ZH57,unknown,Ruminococcus albus 8
Q5S1P9,3.2.1.-,Penicillium chrysogenum
Q9WZ19,2.2.1.6,Thermotoga maritima
Q50566,6.5.1.1,Methanothermobacter thermautotrophicus
B9WZX2,2.1.1.293,Aspergillus fumigatus
A9ZRX3,2.4.1.5,Leuconostoc citreum
Q53TZ2,1.1.1.376,Azospirillum brasilense
B1B389,4.1.1.15,Lacticaseibacillus paracasei
A4VMZ0,unknown,Stutzerimonas stutzeri
C1AGW8,3.6.1.-,Mycobacterium bovis
Q53EH2,3.2.1.21,Clostridium cellulovorans
G1JRK8,5.3.1.4,Pediococcus pentosaceus
P04957,3.2.1.73,Bacillus subtilis
Q2PGY1,3.2.1.8,Penicillium citrinum
Q6BN88,2.4.1.-,Debaryomyces hansenii
Q5B2G3,3.1.1.73,Emericella nidulans
F8V325,1.15.1.1,Thermochaetoides thermophila
O30640,2.1.1.247,Methanosarcina barkeri
Q977U6,unknown,Haloferax mediterranei
C4M2I2,unknown,Entamoeba histolytica
P9WMN3,unknown,Mycobacterium tuberculosis
D3JV03,1.3.8.12,Cereibacter sphaeroides
Q2UPZ7,3.4.11.21,Aspergillus oryzae
A9P7F9,3.2.1.-,Bacillus thuringiensis subsp. darmstadiensis
Q51844,unknown,Porphyromonas gingivalis
Q9S3M0,3.5.4.5,Sporosarcina psychrophila
G0KZG8,4.2.2.3,Zobellia galactanivorans
P9WNX5,1.2.1.11,Mycobacterium tuberculosis
P84612,1.15.1.1,Pseudoalteromonas translucida
A0A0K0M737,unknown,Rhizomucor miehei
A7LCL0,unknown,Rhodococcus erythropolis
A7AZH2,1.1.1.-,Mediterraneibacter gnavus
Q2HY42,3.5.2.6,Pseudomonas aeruginosa
D5HN83,1.7.1.6,Pigmentiphaga kullae
P94552,3.2.1.55,Bacillus subtilis
Q06241,3.4.13.22,Enterococcus faecium
H9C4A2,1.10.3.2,Coprinus comatus
P0A776,3.6.1.-,Escherichia coli
P07236,6.1.1.3,Saccharomyces cerevisiae
Q8P3J4,2.4.1.321,Xanthomonas campestris pv. campestris
D5FKJ3,2.1.1.243,Pseudomonas syringae pv. syringae
Q01738,1.1.99.18,Phanerodontia chrysosporium
A9XED2,unknown,Moraxella catarrhalis
A5HKK6,unknown,Parageobacillus toebii
Q8TQP8,unknown,Methanosarcina acetivorans
C0JP83,3.2.1.10,Bifidobacterium breve
P11350,1.7.5.1,Escherichia coli
p37564,2.7.1.33,Bacillus subtilis
Q7A6P2,3.1.31.1,Staphylococcus aureus
O58691,unknown,Pyrococcus horikoshii
F8WSQ0,unknown,Chitiniphilus shinanonensis
O00105,3.2.1.57,Aspergillus niger
Q5APF3,unknown,Candida albicans
Q97UI1,3.2.1.31,Saccharolobus solfataricus
P10474,unknown,Caldicellulosiruptor saccharolyticus
Q3S559,unknown,Achromobacter denitrificans
Q96YN9,1.18.1.2,Sulfurisphaera tokodaii
C3W4Q7,unknown,Methanosarcina thermophila
C0ZRJ2,3.4.21.83,Rhodococcus erythropolis
P9WMW5,2.7.8.35,Mycobacterium tuberculosis
B8Y1H0,3.2.1.1,Bacillus subtilis
Q1JK37,2.7.7.6,Streptococcus pyogenes serotype M12
B2W4L0,unknown,Pyrenophora tritici-repentis
P9WIQ3,1.18.1.2,Mycobacterium tuberculosis
Q6L1T2,4.2.1.140,Picrophilus torridus
Q9XB60,2.3.1.226,Pectobacterium carotovorum subsp. carotovorum
P80653,2.1.1.86,Methanosarcina mazei
Q8J0K7,3.2.1.-,Melanocarpus albomyces
Q8TZJ1,unknown,Pyrococcus furiosus
C3W7W0,unknown,Yarrowia lipolytica
Q58653,2.7.8.28,Methanocaldococcus jannaschii
B7TXX4,unknown,Niallia circulans
A9XED4,unknown,Moraxella catarrhalis
